"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"Trim28"	1906	1720	2313	1787	2223	1344
"Trim29"	2	1	6	15	2	1
"Trim3"	386	365	342	375	286	312
"Trim30a"	7	2	3	7	8	10
"Trim30b"	0	0	1	0	0	7
"Trim30d"	1	1	1	5	0	0
"Trim30e-ps1"	0	0	0	0	0	0
"Trim31"	0	0	0	0	0	0
"Trim32"	122	129	149	181	155	119
"Trim33"	28	27	65	52	21	66
"Trim34a"	13	10	72	4	9	78
"Trim34b"	13	0	0	4	9	0
"Trim35"	84	27	20	152	13	12
"Trim36"	45	53	50	48	67	34
"Trim37"	297	335	373	357	521	328
"Trim38"	0	0	0	0	0	0
"Trim39"	37	20	26	28	26	39
"Trim40"	5	1	0	0	0	0
"Trim41"	114	104	153	157	171	118
"Trim42"	0	0	0	0	0	0
"Trim43a"	8	0	6	0	0	1
"Trim43b"	0	0	0	0	0	1
"Trim43c"	0	0	6	0	0	1
"Trim44"	24	23	21	21	25	20
"Trim45"	725	586	432	970	842	511
"Trim46"	127	56	8	103	93	10
"Trim47"	91	39	6	65	50	32
"Trim50"	0	0	0	0	2	3
"Trim52"	0	0	0	0	0	0
"Trim54"	0	0	0	0	0	0
"Trim55"	0	0	0	5	0	0
"Trim56"	0	0	1	0	0	0
"Trim58"	0	0	1	0	0	2
"Trim59"	7	43	4	17	39	52
"Trim6"	0	0	0	0	0	0
"Trim60"	0	0	0	0	0	0
"Trim61"	0	0	0	0	0	0
"Trim62"	17	4	3	12	5	1
"Trim63"	0	0	0	0	0	0
"Trim65"	9	5	4	14	0	2
"Trim66"	6	26	19	24	9	15
"Trim67"	4	0	2	0	0	1
"Trim68"	37	29	88	56	56	89
"Trim69"	0	0	0	0	0	0
"Trim7"	6	0	3	11	6	2
"Trim71"	0	0	0	0	0	0
"Trim72"	9	5	0	5	0	0
"Trim75"	0	0	0	0	0	0
"Trim8"	311	216	159	213	215	115
"Trim9"	2	5	16	14	13	9
"Triml1"	0	0	0	0	0	0
"Triml2"	0	0	0	0	0	0
"Trio"	39	17	6	36	14	11
"Triobp"	208	65	5	211	45	14
"Trip10"	105	97	137	53	92	95
"Trip11"	15	26	46	8	15	52
"Trip12"	620	524	1297	511	683	1340
"Trip13"	38	28	19	45	26	34
"Trip4"	39	39	42	35	31	66
"Trip6"	235	219	174	238	187	152
"Triqk"	13	34	6	11	54	24
"Trit1"	103	43	91	106	55	42
"Trmt1"	342	249	106	247	261	214
"Trmt10a"	30	36	53	28	51	53
"Trmt10b"	92	70	81	74	90	114
"Trmt10c"	145	257	156	154	263	146
"Trmt11"	41	103	105	37	177	100
"Trmt112"	510	703	31	456	502	19
"Trmt12"	251	328	122	337	453	116
"Trmt13"	43	35	116	39	28	121
"Trmt1l"	380	322	497	336	237	445
"Trmt2a"	338	252	197	334	245	178
"Trmt2b"	51	55	53	64	121	27
"Trmt44"	32	14	6	29	7	9
"Trmt5"	121	160	155	86	172	139
"Trmt6"	57	71	88	70	47	82
"Trmt61a"	42	3	5	16	10	2
"Trmt61b"	188	205	15	144	215	23
"Trmu"	82	89	108	126	78	83
"Trnau1ap"	181	156	161	144	136	115
"Trnp1"	13	15	0	20	23	0
"Trnt1"	179	435	401	223	426	442
"Tro"	62	62	104	65	41	70
"Troap"	31	46	11	28	44	1
"Trove2"	8	7	28	18	13	11
"Trp53"	354	365	209	326	289	219
"Trp53bp1"	180	278	359	210	250	329
"Trp53bp2"	279	374	520	377	287	524
"Trp53i11"	10	1	0	3	0	0
"Trp53i13"	139	26	14	110	63	17
"Trp53inp1"	3	6	6	5	4	4
"Trp53inp2"	8	1	0	3	1	0
"Trp53rk"	0	31	31	0	39	0
"Trp53tg5"	0	1	6	1	2	0
"Trp63"	7	4	6	4	5	13
"Trp73"	18	4	0	2	17	0
"Trpa1"	0	0	0	0	0	4
"Trpc1"	58	37	46	57	15	61
"Trpc2"	77	63	89	100	64	126
"Trpc3"	20	11	14	25	8	30
"Trpc4"	32	55	157	73	98	154
"Trpc4ap"	358	180	174	279	238	118
"Trpc5"	0	0	0	0	0	0
"Trpc6"	7	0	4	0	0	4
"Trpc7"	0	0	0	0	0	2
"Trpd52l3"	0	1	0	0	0	0
"Trpm1"	11	35	13	35	19	7
"Trpm2"	0	0	1	0	0	3
"Trpm3"	17	8	38	1	24	13
"Trpm4"	70	34	64	48	48	63
"Trpm5"	17	2	9	7	2	0
"Trpm6"	2	4	20	7	7	14
"Trpm7"	117	99	234	101	133	161
"Trpm8"	0	0	0	0	0	0
"Trps1"	29	35	30	44	27	81
"Trpt1"	145	192	62	117	166	65
"Trpv1"	0	0	1	0	0	0
"Trpv2"	102	87	99	131	125	74
"Trpv3"	0	0	0	0	0	0
"Trpv4"	46	22	87	53	13	47
"Trpv5"	0	0	0	0	0	0
"Trpv6"	0	2	5	6	1	6
"Trrap"	185	45	365	133	141	302
"Trub1"	28	23	35	31	32	32
"Trub2"	23	10	24	47	11	19
"Try10"	0	0	0	0	0	0
"Try4"	0	0	0	0	0	0
"Try5"	0	0	0	0	0	0
"Tsacc"	18	15	13	7	22	12
"Tsc1"	25	5	45	3	4	26
"Tsc2"	776	557	890	678	531	734
"Tsc22d1"	1272	1137	23	1739	1824	66
"Tsc22d2"	58	21	37	30	17	21
"Tsc22d3"	121	21	25	226	20	17
"Tsc22d4"	722	21	7	709	63	7
"Tsen15"	135	53	34	147	59	36
"Tsen2"	51	70	76	74	64	30
"Tsen34"	520	340	244	438	358	177
"Tsen54"	122	129	108	154	132	105
"Tsfm"	294	275	26	296	228	78
"Tsg101"	1364	1933	938	1708	2037	887
"Tsga10"	36	42	77	44	40	57
"Tsga13"	0	0	0	0	0	2
"Tsga8"	0	0	0	0	0	0
"Tshb"	29	0	1	0	0	1
"Tshr"	1	4	0	15	1	0
"Tshz1"	954	1125	1232	962	909	1113
"Tshz2"	190	32	37	204	32	36
"Tshz3"	56	31	76	69	64	66
"Tsix"	0	3	25	0	4	8
"Tsks"	0	3	0	1	0	0
"Tsku"	119	30	9	56	16	18
"Tslp"	0	22	15	0	20	1
"Tsn"	276	282	202	252	235	175
"Tsnax"	245	259	348	283	304	228
"Tsnaxip1"	79	87	128	102	85	98
"Tspan10"	0	0	1	0	0	2
"Tspan1"	192	169	168	140	140	166
"Tspan11"	17	9	2	26	10	14
"Tspan12"	192	170	171	143	271	258
"Tspan13"	805	382	202	651	493	236
"Tspan14"	4	1	0	15	0	1
"Tspan15"	81	53	60	28	35	22
"Tspan17"	50	53	36	32	42	25
"Tspan18"	0	0	0	0	0	0
"Tspan2"	0	1	0	1	0	1
"Tspan3"	663	806	539	560	871	441
"Tspan31"	330	326	320	315	364	260
"Tspan32"	0	4	5	2	5	2
"Tspan33"	10	11	24	22	6	16
"Tspan4"	177	107	105	168	75	46
"Tspan5"	7	1	5	3	0	12
"Tspan6"	88	98	117	63	97	94
"Tspan7"	581	470	415	586	659	353
"Tspan8"	328	771	449	320	651	456
"Tspan9"	0	4	0	0	4	0
"Tspo"	568	254	3	446	189	6
"Tspo2"	2	57	10	2	19	15
"Tspyl1"	123	47	53	159	36	33
"Tspyl2"	59	66	71	81	88	69
"Tspyl3"	0	0	0	2	0	1
"Tspyl4"	34	25	12	44	22	7
"Tspyl5"	1	1	0	1	1	0
"Tspy-ps"	0	0	0	0	0	0
"Tsr1"	267	375	349	256	451	412
"Tsr2"	167	130	81	164	150	91
"Tsr3"	351	115	90	351	120	72
"Tssc1"	202	279	194	273	279	141
"Tssc4"	1110	851	563	971	1013	465
"Tssk1"	12	5	14	8	6	5
"Tssk2"	0	5	1	5	0	0
"Tssk3"	0	0	0	1	0	0
"Tssk4"	49	116	99	65	92	124
"Tssk5"	0	0	0	0	0	0
"Tssk6"	28	0	0	10	0	0
"Tst"	6088	4295	2740	6322	3800	1716
"Tsta3"	533	273	293	383	328	234
"Tstd1"	212	347	183	231	274	166
"Tstd2"	15	13	11	31	2	9
"Tstd3"	5	16	14	3	19	8
"Tsx"	0	0	2	0	0	1
"Ttbk1"	0	0	0	0	0	0
"Ttbk2"	56	99	68	67	130	75
"Ttc1"	112	227	167	110	272	149
"Ttc12"	147	154	253	141	175	133
"Ttc13"	85	25	101	33	78	124
"Ttc14"	23	96	53	10	82	245
"Ttc16"	142	114	131	131	96	71
"Ttc17"	35	20	53	36	23	32
"Ttc18"	218	218	354	264	274	301
"Ttc19"	31	31	35	29	31	24
"Ttc21a"	74	72	59	69	59	38
"Ttc21b"	50	60	100	36	47	66
"Ttc22"	4	4	0	14	0	0
"Ttc23"	90	81	99	126	102	80
"Ttc23l"	2	1	0	0	0	1
"Ttc24"	18	16	12	21	15	14
"Ttc25"	259	294	217	214	270	158
"Ttc26"	3	17	0	9	4	2
"Ttc27"	95	89	184	91	46	79
"Ttc28"	67	16	4	107	22	12
"Ttc29"	83	61	36	51	37	36
"Ttc3"	276	112	420	320	152	353
"Ttc30a1"	48	131	127	53	92	154
"Ttc30a2"	17	4	20	0	17	0
"Ttc30b"	440	507	387	544	593	590
"Ttc32"	72	18	9	87	26	16
"Ttc33"	177	264	205	199	319	259
"Ttc34"	5	1	1	10	4	5
"Ttc36"	37	0	0	44	0	0
"Ttc37"	86	17	104	80	53	63
"Ttc38"	79	39	26	104	56	32
"Ttc39a"	132	166	112	119	194	96
"Ttc39b"	8	12	32	19	7	32
"Ttc39c"	97	98	108	68	182	167
"Ttc39d"	4	0	22	2	26	21
"Ttc4"	71	64	79	144	54	62
"Ttc5"	641	640	589	690	695	444
"Ttc7"	17	2	0	25	1	0
"Ttc7b"	400	298	13	479	467	12
"Ttc8"	275	571	509	395	747	471
"Ttc9"	24	17	6	48	13	5
"Ttc9b"	40	16	6	63	18	11
"Ttc9c"	5	25	12	15	16	25
"Ttf1"	19	1	4	18	0	6
"Ttf2"	38	55	31	67	77	39
"Tti1"	126	119	142	132	108	118
"Tti2"	384	478	439	316	459	480
"Ttk"	16	29	33	1	59	26
"Ttl"	15	24	15	32	19	8
"Ttll10"	133	196	54	202	194	34
"Ttll1"	424	610	388	535	766	373
"Ttll11"	21	34	23	19	40	14
"Ttll12"	74	10	15	65	25	20
"Ttll13"	116	200	81	145	158	130
"Ttll2"	0	0	0	0	0	4
"Ttll3"	247	150	413	285	243	397
"Ttll4"	43	15	55	29	14	78
"Ttll5"	116	131	134	125	196	100
"Ttll6"	294	282	971	257	295	868
"Ttll7"	53	57	67	43	66	89
"Ttll8"	0	0	0	0	0	0
"Ttll9"	20	24	43	21	42	15
"Ttn"	11	3	14	18	18	10
"Ttpa"	5	2	0	3	1	3
"Ttpal"	4	0	3	3	2	3
"Ttr"	21	11	16	1	29	22
"Ttyh1"	72	59	40	29	46	25
"Ttyh2"	0	0	0	4	0	0
"Ttyh3"	0	0	0	2	0	0
"Tub"	0	3	0	0	0	0
"Tuba1a"	37517	37311	30863	40393	39260	21620
"Tuba1b"	6737	5959	4757	6098	4871	2917
"Tuba1c"	1609	1235	1170	1025	1236	855
"Tuba3a"	0	1	3	0	0	1
"Tuba3b"	0	1	0	0	18	1
"Tuba4a"	2485	1348	1745	2402	1783	1375
"Tuba8"	10	3	14	33	11	6
"Tubal3"	0	0	0	0	0	0
"Tubb1"	9	0	0	0	3	6
"Tubb2a"	1781	1374	67	2049	1820	74
"Tubb2a-ps2"	223	123	0	363	110	0
"Tubb2b"	2236	3318	136	2418	2533	135
"Tubb3"	4429	2486	762	4983	2518	994
"Tubb4a"	44	30	22	39	35	16
"Tubb4b"	14663	14846	11409	15583	15981	7947
"Tubb5"	16534	21535	14188	18450	20349	11766
"Tubb6"	479	494	476	303	427	165
"Tubd1"	90	87	31	41	57	49
"Tube1"	31	32	58	32	20	57
"Tubg1"	373	460	228	313	331	130
"Tubg2"	157	179	48	130	113	47
"Tubgcp2"	348	350	282	314	330	228
"Tubgcp3"	89	66	164	137	138	121
"Tubgcp4"	208	336	461	243	317	435
"Tubgcp5"	133	82	287	103	87	271
"Tubgcp6"	2	3	21	18	3	5
"Tufm"	701	667	574	707	820	365
"Tuft1"	5	3	2	11	4	0
"Tug1"	51	118	56	26	120	65
"Tulp1"	7	6	1	20	13	0
"Tulp2"	69	102	62	84	74	75
"Tulp3"	0	0	0	0	0	1
"Tulp4"	29	48	24	11	52	27
"Tusc1"	18	0	0	9	1	0
"Tusc2"	45	68	34	50	84	34
"Tusc3"	338	330	200	313	304	201
"Tusc5"	1	0	0	0	2	0
"Tut1"	109	73	89	116	71	62
"Tvp23a"	17	17	19	13	28	7
"Tvp23b"	140	141	126	114	125	172
"Twf1"	126	68	58	145	43	66
"Twf2"	161	124	3	111	98	1
"Twist1"	51	70	10	44	34	16
"Twist2"	5	0	0	2	1	0
"Twistnb"	22	19	14	35	36	19
"Twsg1"	6	0	5	5	0	1
"Txk"	10	8	10	6	8	3
"Txlna"	27	29	3	59	55	1
"Txlnb"	3	1	2	0	5	0
"Txlng"	12	0	27	22	19	5
"Txn1"	1012	1440	786	869	888	692
"Txn2"	1373	1208	715	1302	1256	643
"Txndc11"	565	241	24	446	395	11
"Txndc12"	54	56	86	42	67	44
"Txndc15"	503	344	144	410	399	168
"Txndc16"	142	124	133	167	187	154
"Txndc17"	563	584	385	520	565	355
"Txndc2"	0	4	0	2	0	0
"Txndc5"	242	68	78	118	108	78
"Txndc8"	0	0	0	0	0	0
"Txndc9"	266	522	357	261	472	346
"Txnip"	167	103	172	274	90	129
"Txnl1"	702	584	186	637	570	264
"Txnl4a"	394	151	63	428	128	41
"Txnl4b"	13	19	0	16	28	0
"Txnrd1"	267	124	219	374	160	125
"Txnrd2"	72	37	68	80	49	41
"Txnrd3"	45	33	23	41	21	13
"Tyk2"	68	65	48	53	78	61
"Tymp"	119	75	35	161	145	45
"Tyms"	113	136	40	81	96	90
"Tyms-ps"	54	24	11	18	33	28
"Tyr"	0	0	0	0	0	0
"Tyro3"	166	66	58	185	29	36
"Tyrobp"	85	167	163	98	122	84
"Tyrp1"	0	0	0	0	0	0
"Tysnd1"	554	346	68	389	385	84
"Tyw1"	90	56	59	34	44	50
"Tyw3"	17	31	4	20	7	5
"Tyw5"	41	241	114	82	167	158
"U05342"	1	0	0	0	3	0
"U2af1"	83	189	128	100	87	80
"U2af1l4"	266	298	158	180	290	122
"U2af2"	146	89	77	157	113	47
"U2surp"	151	159	469	193	197	494
"U90926"	0	0	0	0	0	0
"Uaca"	214	196	285	174	214	228
"Uap1"	520	465	534	535	639	486
"Uap1l1"	162	166	156	170	66	117
"Uba1"	2068	1303	1575	1726	1401	1058
"Uba1y"	0	0	0	0	0	0
"Uba2"	769	795	1024	823	934	771
"Uba3"	113	154	155	149	115	215
"Uba5"	433	219	472	335	231	345
"Uba52"	4240	3793	2223	3333	2180	1740
"Uba6"	1	2	9	3	7	15
"Uba7"	139	54	106	73	30	57
"Ubac1"	150	303	282	273	430	222
"Ubac2"	75	55	25	75	74	17
"Ubald1"	100	30	2	92	45	3
"Ubald2"	42	9	0	35	2	0
"Ubap1"	154	194	157	113	221	117
"Ubap2"	268	30	25	314	19	13
"Ubap2l"	427	611	612	408	593	545
"Ubash3a"	1	0	0	1	1	0
"Ubash3b"	19	67	56	17	47	58
"Ubb"	22818	19454	8845	22458	19291	8430
"Ubc"	11852	6852	7698	11155	7710	5853
"Ubd"	7	28	13	9	25	12
"Ube2a"	283	323	80	263	334	109
"Ube2b"	460	977	577	526	1081	711
"Ube2c"	391	170	41	327	147	31
"Ube2cbp"	18	16	11	18	16	3
"Ube2d1"	29	55	44	58	60	44
"Ube2d2a"	183	318	143	198	341	245
"Ube2d2b"	125	141	65	114	182	104
"Ube2d3"	554	877	455	680	1054	663
"Ube2dnl1"	0	0	0	0	0	0
"Ube2dnl2"	0	0	0	0	0	0
"Ube2e1"	181	362	127	238	393	219
"Ube2e2"	65	43	56	78	56	62
"Ube2e3"	348	776	314	416	849	365
"Ube2f"	90	73	34	78	88	30
"Ube2g1"	192	283	45	184	387	145
"Ube2g2"	51	2	4	26	4	0
"Ube2h"	15	4	5	10	3	3
"Ube2i"	340	286	174	360	243	131
"Ube2j1"	169	135	56	136	69	52
"Ube2j2"	6	2	0	3	7	0
"Ube2k"	834	1049	460	883	1056	515
"Ube2l3"	175	269	147	220	198	131
"Ube2l6"	10	58	11	13	36	3
"Ube2m"	572	702	287	574	790	292
"Ube2n"	565	1108	712	629	1143	633
"Ube2o"	103	40	46	107	26	14
"Ube2q1"	354	371	292	332	490	282
"Ube2q2"	38	62	70	92	95	127
"Ube2ql1"	11	7	0	6	6	4
"Ube2r2"	559	1040	564	590	986	514
"Ube2s"	2864	5357	2738	3016	4115	2184
"Ube2t"	30	68	29	19	51	43
"Ube2u"	0	8	16	3	20	6
"Ube2v1"	194	145	38	174	152	56
"Ube2v2"	9	222	41	23	248	166
"Ube2w"	136	247	113	159	198	228
"Ube2z"	30	7	5	50	7	4
"Ube3a"	22	296	48	54	312	493
"Ube3b"	35	12	5	56	9	14
"Ube3c"	214	138	323	287	180	228
"Ube4a"	43	69	81	53	73	72
"Ube4b"	171	102	16	166	100	8
"Ubfd1"	59	43	27	60	55	24
"Ubiad1"	4	5	5	15	1	4
"Ubl3"	259	155	153	375	233	238
"Ubl4"	200	129	58	180	103	52
"Ubl4a"	188	118	56	161	98	47
"Ubl4b"	1	0	0	0	0	0
"Ubl5"	279	378	160	236	229	167
"Ubl7"	1559	1537	636	1510	1529	728
"Ublcp1"	112	106	129	110	72	154
"Ubn1"	13	17	8	22	11	13
"Ubn2"	154	135	296	163	98	216
"Ubox5"	60	35	52	72	45	19
"Ubp1"	18	25	29	30	50	44
"Ubqln1"	121	149	116	180	160	84
"Ubqln2"	206	215	17	209	200	12
"Ubqln3"	0	0	3	0	0	1
"Ubqln4"	12	18	17	20	27	6
"Ubqlnl"	0	0	1	0	0	4
"Ubr1"	10	10	42	18	16	46
"Ubr2"	94	21	130	74	62	127
"Ubr3"	178	124	543	196	121	379
"Ubr4"	519	253	1125	591	319	718
"Ubr5"	745	636	1924	741	781	1810
"Ubr7"	11	9	4	18	5	3
"Ubtd1"	63	49	3	115	72	8
"Ubtd2"	23	2	5	34	9	3
"Ubtf"	420	405	345	525	392	263
"Ubtfl1"	0	0	0	0	0	0
"Ubxn10"	20	0	333	44	1	208
"Ubxn1"	1238	846	7	1122	777	0
"Ubxn11"	494	570	317	631	699	313
"Ubxn2a"	5	29	7	6	31	8
"Ubxn2b"	61	149	64	124	203	103
"Ubxn4"	324	327	206	236	351	176
"Ubxn6"	1143	830	127	1109	862	93
"Ubxn7"	8	13	11	9	25	21
"Ubxn8"	82	53	62	36	73	36
"Uchl1"	2552	3582	711	3004	3291	606
"Uchl1as"	58	91	0	85	65	2
"Uchl3"	101	80	30	63	72	31
"Uchl4"	155	167	34	157	98	50
"Uchl5"	283	404	131	245	468	152
"Uck1"	146	95	67	206	84	66
"Uck2"	62	32	24	32	23	20
"Uckl1"	676	689	580	828	775	396
"Ucma"	19	0	1	0	2	0
"Ucn"	0	0	0	0	0	0
"Ucn2"	0	0	0	0	0	3
"Ucn3"	0	0	0	0	0	0
"Ucp1"	0	1	1	0	3	1
"Ucp2"	5106	9580	791	4683	11413	1380
"Ucp3"	0	0	0	1	1	0
"Uevld"	0	0	10	10	2	9
"Ufc1"	485	526	504	429	548	488
"Ufd1l"	716	1566	1158	837	1385	909
"Ufl1"	110	132	275	150	147	271
"Ufm1"	47	92	52	48	60	42
"Ufsp1"	156	36	19	205	65	20
"Ufsp2"	658	908	753	713	1062	769
"Ugcg"	0	0	0	0	0	6
"Ugdh"	1504	1429	1543	1780	1512	1402
"Uggt1"	153	72	206	110	64	176
"Uggt2"	31	12	34	26	45	47
"Ugp2"	908	2683	1550	1010	2726	2697
"Ugt1a10"	450	609	428	382	599	412
"Ugt1a1"	452	610	429	382	600	416
"Ugt1a2"	447	609	428	377	599	412
"Ugt1a5"	447	609	428	377	599	412
"Ugt1a6a"	458	630	434	391	622	419
"Ugt1a6b"	454	623	435	392	625	418
"Ugt1a7c"	553	695	460	515	651	465
"Ugt1a9"	449	610	428	379	600	412
"Ugt2a1"	6035	7120	4346	6937	7830	5683
"Ugt2a2"	5526	6670	4154	6085	7325	5190
"Ugt2a3"	0	0	6	0	0	1
"Ugt2b1"	0	0	1	0	0	0
"Ugt2b34"	4	0	0	0	0	0
"Ugt2b35"	0	0	0	0	0	0
"Ugt2b36"	0	0	1	10	0	1
"Ugt2b37"	0	0	0	0	0	0
"Ugt2b38"	0	0	1	0	0	0
"Ugt2b5"	0	0	0	0	0	0
"Ugt3a1"	0	0	0	0	0	0
"Ugt3a2"	0	0	0	0	0	0
"Ugt8a"	9	1	0	15	0	10
"Uhmk1"	4	13	5	12	13	4
"Uhrf1"	56	18	15	28	10	7
"Uhrf1bp1"	2	0	10	1	0	3
"Uhrf1bp1l"	141	66	131	197	63	163
"Uhrf2"	110	138	206	124	151	193
"Uimc1"	175	353	339	157	292	308
"Ulbp1"	0	0	0	0	0	0
"Ulk1"	22	1	15	45	6	3
"Ulk2"	316	224	207	307	268	262
"Ulk3"	27	9	17	17	13	11
"Ulk4"	286	138	321	290	301	206
"Umod"	0	0	0	0	0	0
"Umodl1"	742	513	1283	650	736	750
"Umps"	189	251	171	136	201	104
"Unc119"	194	243	128	206	237	140
"Unc119b"	1	3	0	2	0	1
"Unc13a"	69	29	7	42	14	9
"Unc13b"	124	45	101	164	82	93
"Unc13c"	77	67	335	107	89	320
"Unc13d"	2	5	8	7	5	3
"Unc45a"	1521	923	62	1852	1478	72
"Unc45b"	10	20	21	13	1	20
"Unc50"	348	516	231	339	365	195
"Unc5a"	17	1	0	0	3	0
"Unc5b"	0	2	6	7	4	1
"Unc5c"	0	0	0	0	0	0
"Unc5cl"	0	1	0	0	0	0
"Unc5d"	0	0	0	0	0	0
"Unc79"	74	58	176	29	108	95
"Unc80"	15	8	10	16	0	19
"Unc93a"	2	0	1	0	0	0
"Unc93b1"	158	96	2	179	120	0
"Uncx"	55	26	6	62	29	14
"Ung"	4	2	2	2	2	1
"Unk"	30	8	0	20	9	0
"Unkl"	8	2	1	16	1	0
"Uox"	51	115	51	52	165	43
"Upb1"	258	404	379	366	356	244
"Upf1"	7	9	0	3	15	1
"Upf2"	62	42	88	56	44	131
"Upf3a"	468	513	325	475	592	281
"Upf3b"	91	91	201	132	158	169
"Upk1a"	7	7	15	19	9	10
"Upk1b"	21	13	15	28	9	24
"Upk2"	9	16	5	12	16	6
"Upk3a"	14	10	5	13	27	8
"Upk3b"	2	0	0	0	0	0
"Upk3bl"	12	10	11	23	18	4
"Upp1"	197	97	102	111	96	74
"Upp2"	2	7	7	4	1	4
"Uprt"	0	4	0	0	1	0
"Uqcc"	48	28	32	74	10	34
"Uqcr10"	298	440	237	265	286	191
"Uqcr11"	684	631	220	500	389	311
"Uqcrb"	31	624	55	35	385	240
"Uqcrc1"	2841	2300	2219	2950	2229	1464
"Uqcrc2"	1463	2128	1888	1338	1829	1507
"Uqcrfs1"	785	1114	565	720	947	389
"Uqcrh"	987	1272	771	830	825	739
"Uqcrq"	1097	1365	32	870	758	69
"Urad"	0	0	0	0	0	0
"Urah"	172	145	81	152	100	69
"Urb1"	84	34	148	95	78	101
"Urb2"	15	12	17	2	8	8
"Urgcp"	195	185	6	161	172	5
"Uri1"	60	35	28	83	71	6
"Urm1"	7	10	8	10	15	5
"Uroc1"	0	2	0	0	0	0
"Urod"	1090	777	697	938	860	452
"Uros"	108	214	134	104	205	155
"Usb1"	54	41	38	72	80	42
"Use1"	855	781	501	781	640	418
"Usf1"	311	219	241	316	239	186
"Usf2"	208	381	170	293	430	225
"Ush1c"	7	2	0	0	0	0
"Ush1g"	0	0	0	0	0	0
"Ush2a"	0	3	0	0	0	0
"Ushbp1"	37	12	2	21	10	8
"Usmg5"	87	222	86	76	103	90
"Uso1"	422	218	462	391	278	378
"Usp1"	305	665	428	378	707	627
"Usp10"	174	56	5	146	66	3
"Usp11"	84	73	87	54	43	60
"Usp12"	0	1	2	5	2	10
"Usp13"	5	0	7	4	0	3
"Usp14"	56	209	111	112	315	315
"Usp15"	351	422	529	287	447	471
"Usp16"	412	624	642	580	887	755
"Usp17la"	0	0	0	0	0	0
"Usp17lb"	0	0	0	0	0	0
"Usp17lc"	0	0	0	0	0	0
"Usp17ld"	0	0	0	0	0	0
"Usp17le"	0	0	0	0	0	0
"Usp18"	45	79	41	58	51	62
"Usp19"	518	109	14	648	84	21
"Usp20"	36	19	69	37	78	85
"Usp2"	278	90	42	209	20	19
"Usp21"	583	702	504	727	907	443
"Usp22"	4	2	2	4	3	0
"Usp24"	32	52	76	57	37	72
"Usp25"	169	184	310	240	197	308
"Usp26"	0	0	0	0	0	0
"Usp27x"	0	4	0	0	0	0
"Usp28"	26	23	47	36	5	30
"Usp29"	0	0	2	0	0	0
"Usp3"	161	157	236	53	191	261
"Usp30"	35	27	16	197	21	5
"Usp31"	1	11	14	12	19	26
"Usp32"	51	22	57	82	51	45
"Usp33"	155	255	362	175	427	616
"Usp34"	695	717	2713	748	831	2624
"Usp35"	5	0	9	8	3	35
"Usp36"	7	9	7	1	8	8
"Usp37"	7	15	4	4	0	14
"Usp38"	293	141	280	208	273	270
"Usp39"	173	402	340	153	462	229
"Usp4"	783	486	778	793	460	503
"Usp40"	29	28	86	37	33	74
"Usp42"	45	14	5	33	9	17
"Usp43"	78	43	86	64	64	51
"Usp44"	0	0	2	4	0	0
"Usp45"	1	0	1	1	11	0
"Usp46"	31	8	5	16	11	0
"Usp47"	306	253	414	337	381	414
"Usp48"	176	153	232	117	109	251
"Usp49"	20	34	17	9	42	19
"Usp5"	146	74	115	139	80	90
"Usp50"	0	0	0	0	0	0
"Usp51"	7	1	0	0	3	0
"Usp53"	25	26	73	49	30	71
"Usp54"	101	82	225	135	78	210
"Usp6nl"	19	6	3	12	11	9
"Usp7"	161	173	190	366	246	220
"Usp8"	355	320	428	394	357	327
"Usp9x"	272	213	546	248	234	502
"Usp9y"	0	0	0	0	0	0
"Uspl1"	324	368	520	331	401	326
"Ust"	7	2	1	3	2	9
"Utf1"	7	0	0	0	0	0
"Utp11l"	123	159	144	114	78	120
"Utp14a"	243	256	252	272	240	308
"Utp14b"	9	8	40	35	27	46
"Utp15"	29	33	48	17	26	54
"Utp18"	110	233	227	96	283	192
"Utp20"	72	67	198	59	81	177
"Utp23"	34	17	10	26	10	8
"Utp3"	504	551	350	636	710	399
"Utp6"	64	38	39	43	20	26
"Utrn"	2	0	21	3	1	19
"Uts2"	0	0	0	0	0	0
"Uts2b"	0	0	0	0	0	0
"Uts2r"	0	0	0	0	0	0
"Uty"	6	0	0	5	0	0
"Uvrag"	134	33	2	125	30	3
"Uvssa"	5	1	3	5	3	5
"Uxs1"	41	19	32	51	15	17
"Uxt"	124	105	83	83	103	72
"V1ra8"	0	0	0	2	0	0
"V1rd18"	0	0	0	0	0	0
"V1rd19"	0	0	0	0	0	0
"Vac14"	274	271	292	380	443	141
"Vamp1"	1	0	2	2	0	1
"Vamp2"	11	25	8	16	37	7
"Vamp3"	45	17	14	42	21	19
"Vamp4"	40	47	9	19	51	11
"Vamp5"	47	39	38	40	29	25
"Vamp7"	24	52	40	42	51	69
"Vamp8"	727	619	605	477	461	371
"Vangl1"	9	13	11	9	19	2
"Vangl2"	39	15	15	30	20	13
"Vapa"	580	866	567	652	908	476
"Vapb"	25	44	0	28	46	1
"Vars"	849	7	2	676	6	1
"Vars2"	56	16	18	42	3	17
"Vash1"	0	0	0	0	0	1
"Vash2"	0	0	0	0	0	0
"Vasn"	132	80	25	106	33	27
"Vasp"	63	47	36	57	55	37
"Vat1"	61	31	23	103	14	17
"Vat1l"	17	6	2	0	7	1
